Attr bn phenotype phenotype2
is_070409 228 attr_228 Apoptosis Other
is_070410 5 attr_5 Apoptosis Other
is_070411 358 attr_358 Other Other
is_070412 208 attr_208 Other Other
is_070413 179 attr_179 Other Other
is_070414 220 attr_220 Other Other
is_070415 266 attr_266 Other Other
is_070416 322 attr_322 Other Other
is_070417 15 attr_15 Other Other
is_070418 210 attr_210 Other Other
is_070419 323 attr_323 Other Other
is_070420 12 attr_12 Leukemia Other
is_070421 177 attr_177 Other Other
is_070422 183 attr_183 Other Other
is_070423 234 attr_234 Other Other
is_070424 18 attr_18 Apoptosis Other
is_070425 210 attr_210 Other Other
is_070426 152 attr_152 Other Other
is_070427 94 attr_94 Other Other
is_070428 6 attr_6 Other Other
is_070429 194 attr_194 Other Other
is_070430 594 attr_594 Other Other
is_070431 150 attr_150 Apoptosis Other
is_070432 94 attr_94 Other Other
is_070433 14 attr_14 Other Other
is_070434 70 attr_70 Other Other
is_070435 205 attr_205 Other Other
is_070436 218 attr_218 Apoptosis Other
is_070437 197 attr_197 Apoptosis Other
is_070438 473 attr_473 Apoptosis Other
is_070439 702 attr_702 Other Other
is_070440 202 attr_202 Apoptosis Other
is_070441 251 attr_251 Other Other
is_070442 181 attr_181 Apoptosis Other
is_070443 160 attr_160 Leukemia Other
is_070444 286 attr_286 Other Other
is_070445 16 attr_16 Apoptosis Other
is_070446 93 attr_93 Other Other
is_070447 203 attr_203 Leukemia Other
is_070448 209 attr_209 Apoptosis Other
is_070449 13 attr_13 Leukemia Other
is_070450 168 attr_168 Other Other
is_070451 9 attr_9 Other Other
is_070452 189 attr_189 Other Other
is_070453 190 attr_190 Other Other
is_070454 156 attr_156 Other Other
is_070455 234 attr_234 Other Other
is_070456 19 attr_19 Apoptosis Other
is_070457 185 attr_185 Other Other
is_070458 183 attr_183 Other Other
is_070459 605 attr_605 Other Other
is_070460 169 attr_169 Leukemia Other
is_070461 179 attr_179 Other Other
is_070462 2 attr_2 Apoptosis Other
is_070463 93 attr_93 Other Other
is_070464 166 attr_166 Apoptosis Other
is_070465 227 attr_227 Other Other
is_070466 5 attr_5 Apoptosis Other
is_070467 235 attr_235 Other Other
is_070468 593 attr_593 Other Other
is_070469 162 attr_162 Leukemia Other
is_070470 170 attr_170 Other Other
is_070471 242 attr_242 Other Other
is_070472 174 attr_174 Apoptosis Other
is_070473 318 attr_318 Other Other
is_070474 216 attr_216 Other Other
is_070475 221 attr_221 Other Other
is_070476 204 attr_204 Apoptosis Other
is_070477 155 attr_155 Other Other
is_070478 156 attr_156 Other Other
is_070479 247 attr_247 Apoptosis Other
is_070480 210 attr_210 Other Other
is_070481 594 attr_594 Other Other
is_070482 18 attr_18 Apoptosis Other
is_070483 155 attr_155 Other Other
is_070484 322 attr_322 Other Other
is_070485 15 attr_15 Other Other
is_070486 170 attr_170 Other Other
is_070487 827 attr_827 Other Other
is_070488 166 attr_166 Apoptosis Other
is_070489 22 attr_22 Other Other
is_070490 148 attr_148 Other Other
is_070491 237 attr_237 Other Other
is_070492 7 attr_7 Apoptosis Other
is_070493 78 attr_78 Apoptosis Other
is_070494 174 attr_174 Apoptosis Other
is_070495 21 attr_21 Other Other
is_070496 21 attr_21 Other Other
is_070497 193 attr_193 Other Other
is_070498 214 attr_214 Apoptosis Other
is_070499 180 attr_180 Apoptosis Other
is_070500 706 attr_706 Other Other
is_070501 181 attr_181 Apoptosis Other
is_070502 719 attr_719 Other Other
is_070503 15 attr_15 Other Other
is_070504 200 attr_200 Other Other
is_070505 160 attr_160 Leukemia Other
is_070506 232 attr_232 Apoptosis Other
is_070507 160 attr_160 Leukemia Other
is_070508 156 attr_156 Other Other
is_070509 156 attr_156 Other Other
is_070510 11 attr_11 Apoptosis Other
is_070511 252 attr_252 Other Other
is_070512 13 attr_13 Leukemia Other
is_070513 156 attr_156 Other Other
is_070514 699 attr_699 Other Other
is_070515 218 attr_218 Apoptosis Other
is_070516 197 attr_197 Apoptosis Other
is_070517 321 attr_321 Other Other
is_070518 228 attr_228 Apoptosis Other
is_070519 211 attr_211 Other Other
is_070520 20 attr_20 Other Other
is_070521 232 attr_232 Apoptosis Other
is_070522 106 attr_106 Other Other
is_070523 5 attr_5 Apoptosis Other
is_070524 5 attr_5 Apoptosis Other
is_070525 170 attr_170 Other Other
is_070526 24 attr_24 Other Other
is_070527 757 attr_757 Other Other
is_070528 166 attr_166 Apoptosis Other
is_070529 161 attr_161 Apoptosis Other
is_070530 18 attr_18 Apoptosis Other
is_070531 19 attr_19 Apoptosis Other
is_070532 3 attr_3 Other Other
is_070533 591 attr_591 Other Other
is_070534 262 attr_262 Apoptosis Other
is_070535 202 attr_202 Apoptosis Other
is_070536 161 attr_161 Apoptosis Other
is_070537 188 attr_188 Other Other
is_070538 15 attr_15 Other Other
is_070539 323 attr_323 Other Other
is_070540 154 attr_154 Other Other
is_070541 190 attr_190 Other Other
is_070542 7 attr_7 Apoptosis Other
is_070543 239 attr_239 Other Other
is_070544 19 attr_19 Apoptosis Other
is_070545 314 attr_314 Other Other
is_070546 166 attr_166 Apoptosis Other
is_070547 20 attr_20 Other Other
is_070548 23 attr_23 Other Other
is_070549 80 attr_80 Apoptosis Other
is_070550 308 attr_308 Other Other
is_070551 698 attr_698 Other Other
is_070552 16 attr_16 Apoptosis Other
is_070553 15 attr_15 Other Other
is_070554 3 attr_3 Other Other
is_070555 155 attr_155 Other Other
is_070556 707 attr_707 Other Other
is_070557 168 attr_168 Other Other
is_070558 210 attr_210 Other Other
is_070559 190 attr_190 Other Other
is_070560 185 attr_185 Other Other
is_070561 156 attr_156 Other Other
is_070562 220 attr_220 Other Other
is_070563 176 attr_176 Apoptosis Other
is_070564 11 attr_11 Apoptosis Other
is_070565 591 attr_591 Other Other
is_070566 22 attr_22 Other Other
is_070567 166 attr_166 Apoptosis Other
is_070568 184 attr_184 Apoptosis Other
is_070569 763 attr_763 Other Other
is_070570 170 attr_170 Other Other
is_070571 347 attr_347 Other Other
is_070572 16 attr_16 Apoptosis Other
is_070573 92 attr_92 Apoptosis Other
is_070574 161 attr_161 Apoptosis Other
is_070575 152 attr_152 Other Other
is_070576 197 attr_197 Apoptosis Other
is_070577 194 attr_194 Other Other
is_070578 193 attr_193 Other Other
is_070579 72 attr_72 Other Other
is_070580 69 attr_69 Other Other
is_070581 87 attr_87 Other Other
is_070582 180 attr_180 Apoptosis Other
is_070583 195 attr_195 Apoptosis Apoptosis
is_070584 386 attr_386 Apoptosis Other
is_070585 150 attr_150 Apoptosis Other
is_070586 88 attr_88 Other Other
is_070587 235 attr_235 Other Other
is_070588 216 attr_216 Other Other
is_070589 701 attr_701 Other Other
is_070590 174 attr_174 Apoptosis Other
is_070591 227 attr_227 Other Other
is_070592 11 attr_11 Apoptosis Other
is_070593 72 attr_72 Other Other
is_070594 55 attr_55 Other Other
is_070595 8 attr_8 Leukemia Other
is_070596 701 attr_701 Other Other
is_070597 168 attr_168 Other Other
is_070598 216 attr_216 Other Other
is_070599 13 attr_13 Leukemia Other
is_070600 5 attr_5 Apoptosis Other
is_070601 209 attr_209 Apoptosis Other
is_070602 207 attr_207 Apoptosis Other
is_070603 203 attr_203 Leukemia Other
is_070604 240 attr_240 Other Other
is_070605 15 attr_15 Other Other
is_070606 16 attr_16 Apoptosis Other
is_070607 155 attr_155 Other Other
is_070608 701 attr_701 Other Other
is_070609 593 attr_593 Other Other
is_070610 190 attr_190 Other Other
is_070611 80 attr_80 Apoptosis Other
is_070612 170 attr_170 Other Other
is_070613 155 attr_155 Other Other
is_070614 321 attr_321 Other Other
is_070615 174 attr_174 Apoptosis Other
is_070616 200 attr_200 Other Other
is_070617 11 attr_11 Apoptosis Other
is_070618 172 attr_172 Apoptosis Other
is_070619 757 attr_757 Other Other
is_070620 99 attr_99 Other Other
is_070621 215 attr_215 Other Other
is_070622 441 attr_441 Apoptosis Other
is_070623 234 attr_234 Other Other
is_070624 150 attr_150 Apoptosis Other
is_070625 609 attr_609 Other Other
is_070626 183 attr_183 Other Other
is_070627 210 attr_210 Other Other
is_070628 78 attr_78 Apoptosis Other
is_070629 7 attr_7 Apoptosis Other
is_070630 174 attr_174 Apoptosis Other
is_070631 184 attr_184 Apoptosis Other
is_070632 19 attr_19 Apoptosis Other
is_070633 166 attr_166 Apoptosis Other
is_070634 205 attr_205 Other Other
is_070635 176 attr_176 Apoptosis Other
is_070636 202 attr_202 Apoptosis Other
is_070637 155 attr_155 Other Other
is_070638 92 attr_92 Apoptosis Other
is_070639 197 attr_197 Apoptosis Other
is_070640 181 attr_181 Apoptosis Other
is_070641 209 attr_209 Apoptosis Other
is_070642 71 attr_71 Apoptosis Other
is_070643 188 attr_188 Other Other
is_070644 327 attr_327 Other Other
is_070645 319 attr_319 Other Other
is_070646 6 attr_6 Other Other
is_070647 190 attr_190 Other Other
is_070648 22 attr_22 Other Other
is_070649 221 attr_221 Other Other
is_070650 267 attr_267 Other Other
is_070651 174 attr_174 Apoptosis Other
is_070652 95 attr_95 Apoptosis Other
is_070653 194 attr_194 Other Other
is_070654 232 attr_232 Apoptosis Other
is_070655 195 attr_195 Apoptosis Apoptosis
is_070656 183 attr_183 Other Other
is_070657 179 attr_179 Other Other
is_070658 1 attr_1 Leukemia Other
is_070659 195 attr_195 Apoptosis Apoptosis
is_070660 622 attr_622 Other Other
is_070661 163 attr_163 Other Other
is_070662 18 attr_18 Apoptosis Other
is_070663 167 attr_167 Apoptosis Other
is_070664 158 attr_158 Apoptosis Other
is_070665 167 attr_167 Apoptosis Other
is_070666 698 attr_698 Other Other
is_070667 34 attr_34 Other Other
is_070668 184 attr_184 Apoptosis Other
is_070669 166 attr_166 Apoptosis Other
is_070670 157 attr_157 Other Other
is_070671 22 attr_22 Other Other
is_070672 195 attr_195 Apoptosis Apoptosis
is_070673 161 attr_161 Apoptosis Other
is_070674 210 attr_210 Other Other
is_070675 181 attr_181 Apoptosis Other
is_070676 185 attr_185 Other Other
is_070677 232 attr_232 Apoptosis Other
is_070678 228 attr_228 Apoptosis Other
is_070679 162 attr_162 Leukemia Other
is_070680 150 attr_150 Apoptosis Other
is_070681 5 attr_5 Apoptosis Other
is_070682 3 attr_3 Other Other
is_070683 19 attr_19 Apoptosis Other
is_070684 210 attr_210 Other Other
is_070685 210 attr_210 Other Other
is_070686 184 attr_184 Apoptosis Other
is_070687 4 attr_4 Apoptosis Other
is_070688 108 attr_108 Apoptosis Other
is_070689 227 attr_227 Other Other
is_070690 161 attr_161 Apoptosis Other
is_070691 221 attr_221 Other Other
is_070692 157 attr_157 Other Other
is_070693 21 attr_21 Other Other
is_070694 2 attr_2 Apoptosis Other
is_070695 193 attr_193 Other Other
is_070696 190 attr_190 Other Other
is_070697 216 attr_216 Other Other
is_070698 221 attr_221 Other Other
is_070699 153 attr_153 Other Other
is_070700 2 attr_2 Apoptosis Other
is_070701 167 attr_167 Apoptosis Other
is_070702 162 attr_162 Leukemia Other
is_070703 202 attr_202 Apoptosis Other
is_070704 22 attr_22 Other Other
is_070705 16 attr_16 Apoptosis Other
is_070706 185 attr_185 Other Other
is_070707 12 attr_12 Leukemia Other
is_070708 3 attr_3 Other Other
is_070709 18 attr_18 Apoptosis Other
is_070710 221 attr_221 Other Other
is_070711 184 attr_184 Apoptosis Other
is_070712 72 attr_72 Other Other
is_070713 180 attr_180 Apoptosis Other
is_070714 1 attr_1 Leukemia Other
is_070715 78 attr_78 Apoptosis Other
is_070716 8 attr_8 Leukemia Other
is_070717 207 attr_207 Apoptosis Other
is_070718 347 attr_347 Other Other
is_070719 240 attr_240 Other Other
is_070720 12 attr_12 Leukemia Other
is_070721 185 attr_185 Other Other
is_070722 200 attr_200 Other Other
is_070723 121 attr_121 Other Other
is_070724 23 attr_23 Other Other
is_070725 19 attr_19 Apoptosis Other
is_070726 79 attr_79 Other Other
is_070727 167 attr_167 Apoptosis Other
is_070728 209 attr_209 Apoptosis Other
is_070729 7 attr_7 Apoptosis Other
is_070730 700 attr_700 Other Other
is_070731 169 attr_169 Leukemia Other
is_070732 589 attr_589 Other Other
is_070733 167 attr_167 Apoptosis Other
is_070734 163 attr_163 Other Other
is_070735 337 attr_337 Other Other
is_070736 3 attr_3 Other Other
is_070737 195 attr_195 Apoptosis Apoptosis
is_070738 180 attr_180 Apoptosis Other
is_070739 15 attr_15 Other Other
is_070740 168 attr_168 Other Other
is_070741 227 attr_227 Other Other
is_070742 170 attr_170 Other Other
is_070743 209 attr_209 Apoptosis Other
is_070744 222 attr_222 Other Other
is_070745 8 attr_8 Leukemia Other
is_070746 4 attr_4 Apoptosis Other
is_070747 172 attr_172 Apoptosis Other
is_070748 163 attr_163 Other Other
is_070749 167 attr_167 Apoptosis Other
is_070750 35 attr_35 Other Other
is_070751 197 attr_197 Apoptosis Other
is_070752 24 attr_24 Other Other
is_070753 180 attr_180 Apoptosis Other
is_070754 195 attr_195 Apoptosis Apoptosis
is_070755 181 attr_181 Apoptosis Other
is_070756 4 attr_4 Apoptosis Other
is_070757 176 attr_176 Apoptosis Other
is_070758 174 attr_174 Apoptosis Other
is_070759 20 attr_20 Other Other
is_070760 167 attr_167 Apoptosis Other
is_070761 699 attr_699 Other Other
is_070762 158 attr_158 Apoptosis Other
is_070763 399 attr_399 Apoptosis Other
is_070764 181 attr_181 Apoptosis Other
is_070765 387 attr_387 Apoptosis Other
is_070766 156 attr_156 Other Other
is_070767 71 attr_71 Apoptosis Other
is_070768 2 attr_2 Apoptosis Other
is_070769 166 attr_166 Apoptosis Other
is_070770 19 attr_19 Apoptosis Other
is_070771 18 attr_18 Apoptosis Other
is_070772 188 attr_188 Other Other
is_070773 166 attr_166 Apoptosis Other
is_070774 193 attr_193 Other Other
is_070775 1 attr_1 Leukemia Other
is_070776 111 attr_111 Other Other
is_070777 599 attr_599 Other Other
is_070778 168 attr_168 Other Other
is_070779 24 attr_24 Other Other
is_070780 155 attr_155 Other Other
is_070781 89 attr_89 Apoptosis Other
is_070782 15 attr_15 Other Other
is_070783 8 attr_8 Leukemia Other
is_070784 775 attr_775 Other Other
is_070785 224 attr_224 Apoptosis Other
is_070786 3 attr_3 Other Other
is_070787 170 attr_170 Other Other
is_070788 169 attr_169 Leukemia Other
is_070789 190 attr_190 Other Other
is_070790 169 attr_169 Leukemia Other
is_070791 189 attr_189 Other Other
is_070792 283 attr_283 Other Other
is_070793 162 attr_162 Leukemia Other
is_070794 209 attr_209 Apoptosis Other
is_070795 222 attr_222 Other Other
is_070796 163 attr_163 Other Other
is_070797 353 attr_353 Other Other
is_070798 169 attr_169 Leukemia Other
is_070799 11 attr_11 Apoptosis Other
is_070800 160 attr_160 Leukemia Other
is_070801 221 attr_221 Other Other
is_070802 152 attr_152 Other Other
is_070803 178 attr_178 Other Other
is_070804 327 attr_327 Other Other
is_070805 701 attr_701 Other Other
is_070806 164 attr_164 Other Other
is_070807 228 attr_228 Apoptosis Other
is_070808 462 attr_462 Apoptosis Other
is_070809 228 attr_228 Apoptosis Other
is_070810 7 attr_7 Apoptosis Other
is_070811 706 attr_706 Other Other
is_070812 157 attr_157 Other Other
is_070813 188 attr_188 Other Other
is_070814 235 attr_235 Other Other
is_070815 216 attr_216 Other Other
is_070816 185 attr_185 Other Other
is_070817 160 attr_160 Leukemia Other
is_070818 13 attr_13 Leukemia Other
is_070819 221 attr_221 Other Other
is_070820 166 attr_166 Apoptosis Other
is_070821 181 attr_181 Apoptosis Other
is_070822 3 attr_3 Other Other
is_070823 266 attr_266 Other Other
is_070824 23 attr_23 Other Other
is_070825 266 attr_266 Other Other
is_070826 73 attr_73 Other Other
is_070827 21 attr_21 Other Other
is_070828 19 attr_19 Apoptosis Other
is_070829 76 attr_76 Apoptosis Other
is_070830 151 attr_151 Other Other
is_070831 76 attr_76 Apoptosis Other
is_070832 19 attr_19 Apoptosis Other
is_070833 416 attr_416 Apoptosis Other
is_070834 74 attr_74 Other Other
is_070835 324 attr_324 Apoptosis Other
is_070836 150 attr_150 Apoptosis Other
is_070837 14 attr_14 Other Other
is_070838 6 attr_6 Other Other
is_070839 202 attr_202 Apoptosis Other
is_070840 185 attr_185 Other Other
is_070841 14 attr_14 Other Other
is_070842 169 attr_169 Leukemia Other
is_070843 207 attr_207 Apoptosis Other
is_070844 173 attr_173 Other Other
is_070845 150 attr_150 Apoptosis Other
is_070846 16 attr_16 Apoptosis Other
is_070847 8 attr_8 Leukemia Other
is_070848 185 attr_185 Other Other
is_070849 220 attr_220 Other Other
is_070850 19 attr_19 Apoptosis Other
is_070851 100 attr_100 Other Other
is_070852 240 attr_240 Other Other
is_070853 696 attr_696 Other Other
is_070854 368 attr_368 Apoptosis Other
is_070855 203 attr_203 Leukemia Other
is_070856 177 attr_177 Other Other
is_070857 179 attr_179 Other Other
is_070858 314 attr_314 Other Other
is_070859 203 attr_203 Leukemia Other
is_070860 203 attr_203 Leukemia Other
is_070861 221 attr_221 Other Other
is_070862 201 attr_201 Other Other
is_070863 209 attr_209 Apoptosis Other
is_070864 95 attr_95 Apoptosis Other
is_070865 353 attr_353 Other Other
is_070866 4 attr_4 Apoptosis Other
is_070867 9 attr_9 Other Other
is_070868 80 attr_80 Apoptosis Other
is_070869 594 attr_594 Other Other
is_070870 161 attr_161 Apoptosis Other
is_070871 180 attr_180 Apoptosis Other
is_070872 187 attr_187 Other Other
is_070873 188 attr_188 Other Other
is_070874 120 attr_120 Other Other
is_070875 157 attr_157 Other Other
is_070876 181 attr_181 Apoptosis Other
is_070877 8 attr_8 Leukemia Other
is_070878 190 attr_190 Other Other
is_070879 162 attr_162 Leukemia Other
is_070880 162 attr_162 Leukemia Other
is_070881 208 attr_208 Other Other
is_070882 7 attr_7 Apoptosis Other
is_070883 167 attr_167 Apoptosis Other
is_070884 153 attr_153 Other Other
is_070885 21 attr_21 Other Other
is_070886 24 attr_24 Other Other
is_070887 9 attr_9 Other Other
is_070888 24 attr_24 Other Other
is_070889 24 attr_24 Other Other
is_070890 99 attr_99 Other Other
is_070891 201 attr_201 Other Other
is_070892 4 attr_4 Apoptosis Other
is_070893 16 attr_16 Apoptosis Other
is_070894 203 attr_203 Leukemia Other
is_070895 230 attr_230 Other Other
is_070896 234 attr_234 Other Other
is_070897 203 attr_203 Leukemia Other
is_070898 158 attr_158 Apoptosis Other
is_070899 180 attr_180 Apoptosis Other
is_070900 195 attr_195 Apoptosis Apoptosis
is_070901 24 attr_24 Other Other
is_070902 718 attr_718 Other Other
is_070903 218 attr_218 Apoptosis Other
is_070904 232 attr_232 Apoptosis Other
is_070905 609 attr_609 Other Other
is_070906 165 attr_165 Other Other
is_070907 152 attr_152 Other Other
is_070908 234 attr_234 Other Other
is_070909 3 attr_3 Other Other
is_070910 861 attr_861 Other Other
is_070911 230 attr_230 Other Other
is_070912 19 attr_19 Apoptosis Other
is_070913 95 attr_95 Apoptosis Other
is_070914 189 attr_189 Other Other
is_070915 155 attr_155 Other Other
is_070916 299 attr_299 Other Other
